id_master,c1,c2,stim,category1,category2,relation,obs,obsc1,obsc2,stimlen,c1len,c2len,nparses,correctParse,ratingcmp,ratingC1,ratingC2,isPlural,nc1_cmp,nc2_cmp,nc1_cmpnoplural,nc2_cmpnoplural,sentiment_stim,sentiment_c1,sentiment_c2,sentimentprobpos_stim,sentimentprobpos_c1,sentimentprobpos_c2,sentimentprobneg_stim,sentimentprobneg_c1,sentimentprobneg_c2,sentimentratioposneg_stim,sentimentratioposneg_c1,sentimentratioposneg_c2,profanity_stim,profanity_c1,profanity_c2,isCommonstim,isCommonC1,isCommonC2,bg_boundary,bgJonesMewhort,bgSUBTLEX,bgFacebook,inSUBTLEX,inBLP,inELP,inJuhaszLaiWoodcock,c1_inELP,c1_inBrysbaert,c1_inWordnet,c1_inMMA,c2_inELP,c2_inBrysbaert,c2_inWordnet,c2_inMMA,LSAc1c2,LSAc1stim,LSAc2stim,stim_SLlg10wf,BLPbncfrequency,BLPbncfrequencymillion,BLPrt,elp_ld_rt,elp_naming_mean_rt,c1c2_snautCos,c1stim_snautCos,c2stim_snautCos,fbusfreq,fbukfreq,valence_stim,valence_c1,valence_c2,concreteness_stim,concreteness_c1,concreteness_c2,Juhasz_tran,st_c1_mean,st_c2_mean,Zipfvalue,c1_SLlg10wf,c2_SLlg10wf,c1_BLPbncfrequency,c1_BLPbncfrequencymillion,c2_BLPbncfrequency,c2_BLPbncfrequencymillion
2384,down,swing,downswing,,,,2,28,1,9,4,5,2,yes,69.214287,72.928574,81.178574,0,28,1,19,1,Positive,Positive,Negative,0.39635709,0.39635709,0.2924735,0.35563472,0.35563472,0.45933664,1.1145061,1.1145061,0.86289018,FALSE,FALSE,FALSE,1,1,1,ns,12.4,269806,4542790,1,0,0,0,1,0,1,1,1,0,1,1,0.38,,,0.301,,,,,,0.70108998,0.825472,0.65388101,,,,,6.8899999,2.96,3.52,4.54,,,,1.592864137808440,4.8807998,3.1224999,96025,960.25,1950,19.5
2383,downs,wing,downswing,,,,1,1,5,9,5,4,2,no,,,,0,0,10,0,10,Positive,Positive,Neutral,0.39635709,0.47352564,0.25092971,0.35563472,0.28786156,0.34175363,1.1145061,1.3769017,1.1597743,FALSE,FALSE,FALSE,1,0,1,sw,9.15,54663,867944,1,0,0,0,1,0,0,1,1,1,1,1,0.13,,,0.301,,,,,,,,0.80975503,,,,,6.1500001,2.96,,4.86,,,,1.592864137808440,1.9685,3.0141001,643,6.4299998,2916,29.16
825,bone,shaker,boneshaker,,,,1,1,1,10,4,6,1,yes,55,53.59375,54.46875,0,8,2,6,2,Positive,Neutral,Negative,0.39635709,0.36437351,0.33740842,0.35563472,0.24220447,0.46704891,1.1145061,1.6364565,0.84864151,FALSE,FALSE,FALSE,1,1,1,es,13.4,1105275,20888027,1,0,1,0,1,1,1,1,1,1,1,1,0,-0.01,-0.03,0.60210001,,,,940.17,768.5,0.78184301,0.86969399,0.71568602,0.9,11,,5.0500002,5.1999998,2.95,4.9,4.11,,,,1.893894133472420,3.1238999,1.9138,2432,24.32,72,0.72000003
6744,shake,out,shakeout,,,,1,4,40,8,5,3,1,yes,59.592594,61.814816,52.444443,0,4,38,2,38,Positive,Negative,Positive,0.39635709,0.3703483,0.39635709,0.35563472,0.43723956,0.35563472,1.1145061,0.90649867,1.1145061,FALSE,FALSE,FALSE,1,1,1,eo,10.6,109061,3021604,0,0,0,0,1,0,1,1,1,0,1,1,0.55,,,,,,,,,0.67282701,0.92164302,0.88185799,,,,4.5,,2.95,4.07,2.73,,,,,3.3058,5.2947998,1571,15.71,155352,1553.52
4721,law,suit,lawsuit,,,,1,2,7,7,3,4,1,yes,47.125,86.599998,23.125,0,12,10,7,10,Neutral,Positive,Negative,0.27833417,0.49305913,0.30531254,0.33552885,0.22443043,0.38343567,0.8295387,1.2401803,0.72589535,FALSE,FALSE,FALSE,1,1,1,ws,10,38561,775910,1,1,1,0,1,1,1,1,1,1,1,1,0.19,0.43,0.29,2.4942,116,1.16,576.275,684.35,629.29999,0.83302301,0.77268797,0.65495503,1862.7,256.4,2.95,4.4499998,5.71,2.94,2.57,4.97,,5.3439999,2.4519999,3.785988736162900,3.7732999,3.5441,27033,270.32999,5043,50.43
1625,coach,builder,coachbuilder,,,,1,4,6,12,5,7,1,yes,61.17857,69.75,79.10714,0,4,7,3,7,Positive,Positive,Positive,0.39635709,0.54268646,0.36989406,0.35563472,0.15281588,0.26619369,1.1145061,2.5936904,1.4889801,FALSE,FALSE,FALSE,0,1,1,hb,8.200000000000000,5851,96797,0,0,0,0,1,1,1,1,1,1,1,1,0.06,0.05,0.04,,,,,,,0.88979298,0.89262199,0.71052003,,,,5.8800001,5.9499998,2.94,4.12,3.97,,,,,3.3856001,1.6902,3402,34.02,940,9.3999996
5019,man,drill,mandrill,,,,1,21,1,8,3,5,1,yes,35.259258,35.703705,46.111111,0,17,1,11,1,Positive,Positive,Neutral,0.39635709,0.39489573,0.35597894,0.35563472,0.30522558,0.26250437,1.1145061,1.298571,1.5099066,FALSE,FALSE,FALSE,1,1,1,nd,13.3,1342243,33376188,1,0,0,0,1,1,1,1,1,1,1,1,0.06,,,0.301,,,,,,0.76942998,0.69362998,0.68459499,,,,5.3499999,4.5500002,2.94,4.79,4.4,,,,1.592864137808440,4.9737,2.8462999,62098,620.97998,1042,10.42
4572,king,maker,kingmaker,,,,1,12,41,9,4,5,1,yes,49.68,60.916668,57.583332,0,11,43,9,43,Positive,Positive,Indeterminate,0.39635709,0.53093237,0.33329222,0.35563472,0.21989198,0.3458201,1.1145061,1.8025081,1.1461366,FALSE,FALSE,FALSE,1,1,1,gm,7.66,2578,23404,1,0,0,0,1,1,1,1,1,1,1,1,0.13,,,0.60210001,,,,,,0.865978,0.64774501,0.82491601,,,,6,5.8299999,2.94,4.1,3.9,,,,1.893894133472420,3.8190999,2.4014001,16388,163.88,1007,10.07
8193,trencher,man,trencherman,,,,1,1,210,11,8,3,1,yes,46.625,51,74.130432,0,2,228,1,228,Positive,Positive,Positive,0.39635709,0.39635709,0.39489573,0.35563472,0.35563472,0.30522558,1.1145061,1.1145061,1.298571,FALSE,FALSE,FALSE,1,1,1,rm,11.3,85112,1429873,0,0,0,0,0,0,1,1,1,1,1,1,0.1,,,,,,,,,0.772771,0.84065199,0.78537703,,,,,5.3499999,2.94,3.62,4.79,,,,,0.77819997,4.9737,10,0.1,62098,620.97998
5726,penny,worth,pennyworth,,,,1,4,2,10,5,5,1,yes,59.833332,59.38298,71.319145,0,6,2,5,2,Positive,Positive,Positive,0.39635709,0.35298085,0.4608691,0.35563472,0.31117871,0.37102735,1.1145061,1.2737281,1.0682693,FALSE,FALSE,FALSE,1,1,1,yw,8.040000000000000,22074,192558,1,0,0,0,1,1,1,1,1,0,1,1,0.44,0.17,0.12,0.47710001,,,,,,0.55094701,0.69085199,0.692707,,,,6.1500001,,2.94,4.83,1.89,,,,1.768955396864120,3.0934,3.7458999,1942,19.42,12375,123.75
2636,fairy,land,fairyland,,,,1,1,14,9,5,4,1,yes,75.205132,73.692307,72.589745,0,3,41,2,41,Positive,Positive,Neutral,0.39635709,0.5505318,0.27678654,0.35563472,0.21463421,0.34930992,1.1145061,1.8466631,1.134686,FALSE,FALSE,FALSE,1,1,1,yl,9.07,8351,82975,1,0,1,0,1,1,1,1,1,1,1,1,0.06,0.14,0.14,1.1138999,,,,730.16,634.47998,0.89518899,0.51003498,0.75516897,32,84.10000000000000,,6.9499998,6.6100001,2.93,4.11,4.57,,4.8060002,3.839,2.405777494451300,2.9303999,3.6526999,816,8.1599998,21334,213.34
3053,fore,ground,foreground,,,,1,13,6,10,4,6,1,yes,57.875,68.050003,65.199997,0,8,8,6,8,Positive,Positive,Neutral,0.39635709,0.39635709,0.2868613,0.35563472,0.35563472,0.21157625,1.1145061,1.1145061,1.8733534,FALSE,FALSE,FALSE,1,1,1,eg,11,69793,1139225,1,1,1,0,1,1,1,1,1,1,1,1,0.06,0.05,0.11,1.3617001,309,3.0899999,616.48717948718,792.29,718.12,0.85815501,0.80731302,0.86662197,122.4,126.5,5.25,4.9000001,5.2399998,2.93,2.52,4.77,,,,2.653561978162050,2.1335001,3.5678,489,4.8899999,16200,162
4728,lay,over,layover,,,,1,6,6,7,3,4,1,yes,55.599998,45.166668,55.799999,0,8,21,6,21,Positive,Positive,Positive,0.5297851,0.37228227,0.39635709,0.24931428,0.34371009,0.35563472,2.124969,1.5413719,1.4896889,FALSE,FALSE,FALSE,1,1,1,yo,10.6,2558320,19487257,1,0,1,0,1,0,1,1,1,0,1,1,0.51,,,1.415,,,,767.88,726.82001,0.664747,0.96280402,0.83224601,1827.1,150.3,3.5999999,6.3499999,,2.93,3.86,2.46,,3.7809999,3.0650001,2.706807490115280,3.4728999,4.8291998,10162,101.62,132276,1322.76
7048,slap,stick,slapstick,,,,1,3,21,9,4,5,2,yes,57.758621,54.758621,45.275864,0,2,21,2,21,Negative,Negative,Negative,0.34700444,0.38123932,0.21838062,0.55334485,0.42800012,0.47683659,0.62710339,0.81075782,0.72772193,FALSE,FALSE,FALSE,1,1,1,ps,10.2,59707,886017,1,1,1,1,1,0,1,1,1,0,1,1,0.33,-0.02,0.02,1.1138999,58,0.57999998,647.15,841,712.84998,0.60388702,0.778615,0.79750502,73.10000000000000,192.7,,2.9000001,5.0999999,2.93,4.72,4.59,2.9100001,3.2809999,2.6329999,2.405777494451300,2.8041,3.6949999,488,4.8800001,4357,43.57
7049,slaps,tick,slapstick,,,,2,2,19,9,5,4,2,no,20.607143,52.57143,10.607142,0,0,2,0,2,Negative,Positive,Positive,0.34700444,0.39635709,0.48458314,0.55334485,0.35563472,0.28051206,0.62710339,0.97573274,1.2370393,FALSE,FALSE,FALSE,1,0,1,st,13.2,1317239,24156386,1,1,1,1,1,0,0,1,1,1,1,1,0.12,-0.09,0.01,1.1138999,58,0.57999998,647.15,841,712.84998,,,0.804573,73.10000000000000,192.7,,2.9000001,2.7,2.93,,4.57,2.9100001,3.2809999,2.6329999,2.405777494451300,1.6532,2.5694001,55,0.55000001,607,6.0700002
5480,nut,case,nutcase,,,,1,1,16,7,3,4,1,yes,24.972973,20.027027,27.675676,0,11,15,6,15,Positive,Negative,Negative,0.39635709,0.29927179,0.19985546,0.35563472,0.52045506,0.54958695,1.1145061,0.76155871,0.72119087,FALSE,FALSE,FALSE,1,1,1,tc,9.81,75933,1945869,1,1,1,0,1,1,1,1,1,1,1,1,0.08,,,1.8325,23,0.23,586.342105263158,775.91,664.63,0.72803199,0.67606699,0.70709503,167.2,770.1,2.8,5.3499999,5.3000002,2.93,4.52,3.93,,2.5,2.677,3.124343054850700,2.902,4.1585002,670,6.6999998,43284,432.84
2638,fairy,tale,fairytale,,,,1,3,2,9,5,4,1,yes,81.344826,60.931034,93.068962,0,3,4,2,4,Positive,Positive,Neutral,0.39635709,0.5505318,0.32889122,0.35563472,0.21463421,0.2528733,1.1145061,1.8466631,1.5674138,FALSE,FALSE,FALSE,1,1,1,yt,8.860000000000000,83604,987564,0,0,1,0,1,1,1,1,1,1,1,1,0.5600000000000000,0.27,0.16,,,,,756.12,664.67999,0.57033902,0.52056998,0.55595303,1575.9,1921.4,,6.9499998,5.9499998,2.93,4.11,3.23,,4.9060001,5.125,,2.9303999,2.7874999,816,8.1599998,2099,20.99
4800,light,weight,lightweight,,,,1,8,3,11,5,6,1,yes,68.769234,75.07692,82.641029,0,8,13,5,13,Negative,Negative,Neutral,0.25489742,0.37489834,0.28859171,0.45207444,0.51551467,0.28275099,0.5638395,0.4944523,0.90149081,FALSE,FALSE,FALSE,1,1,1,tw,10.5,76800,909520,1,1,1,0,1,1,1,1,1,1,1,1,0.08,0.11,0.34,1.7782,660,6.5999999,655.416666666667,746.71,632.5,0.79585898,0.87047201,0.71277899,774.7,3295.1,5.9000001,6.6999998,3.8499999,2.93,4.21,3.94,,4.9679999,3.9690001,3.069985392528100,3.9256001,3.2674,21605,216.05,8581,85.809998
2783,fire,drake,firedrake,,,,2,60,2,9,4,5,2,yes,35.066666,58.933334,37.966667,0,61,1,39,1,Positive,Positive,Positive,0.39635709,0.4405244,0.4746916,0.35563472,0.3234598,0.25333607,1.1145061,1.2253674,1.5645505,FALSE,FALSE,FALSE,0,1,1,ed,13.3,945941,17701962,0,0,0,0,1,1,1,1,1,1,1,1,0.04,0.05,0.05,,,,,,,0.94742799,0.80666,0.77819198,,,,4.1999998,5.0500002,2.93,4.68,4.26,,,,,4.0409999,2.4842999,14104,141.03999,313,3.1300001
4654,land,holding,landholding,,,,1,7,1,11,4,7,1,yes,65.708336,72.958336,70.416664,0,30,5,18,5,Positive,Neutral,Negative,0.39635709,0.27678654,0.27108204,0.35563472,0.34930992,0.40080833,1.1145061,1.134686,0.98889434,FALSE,FALSE,FALSE,1,1,1,dh,7.55,2463,22318,0,0,0,0,1,1,1,1,1,0,1,1,0.11,0.12,0.02,,,,,,,0.89218801,0.63576698,0.92407799,,,,6.6100001,6.2399998,2.93,4.57,3.72,,,,,3.6526999,3.5479,21334,213.34,8323,83.230003
676,blood,line,bloodline,,,,1,10,13,9,5,4,1,yes,67.57692,75.153847,48.346153,0,25,42,18,42,Positive,Negative,Neutral,0.39635709,0.28312775,0.32345116,0.35563472,0.47209853,0.31859136,1.1145061,0.83956432,1.2440925,FALSE,FALSE,FALSE,1,1,1,dl,9.76,34118,581491,1,0,0,0,1,1,1,1,1,1,1,1,0.03,0.02,-0.02,1.4914,,,,,,0.78584599,0.684991,0.96434999,,,5.5999999,3.6300001,4.8000002,2.93,4.86,4.5,,,,2.783195835978730,3.9774001,4.0219002,10170,101.7,22689,226.89
7409,stand,off,standoff,,,,1,4,17,8,5,3,1,yes,50.444443,61.185184,45.111111,0,9,18,5,18,Positive,Positive,Positive,0.39635709,0.3688632,0.39635709,0.35563472,0.33114898,0.35563472,1.1145061,1.1969147,1.1145061,FALSE,FALSE,FALSE,1,1,1,do,11.4,985442,7424050,1,0,0,0,1,0,1,1,1,0,0,1,0.4,0.02,0.06,1.5563,,,,,,0.68308699,0.85363799,0.82647902,,,3.3199999,5.3499999,,2.93,4.16,2.79,,,,2.848136642911750,4.0620999,4.7793002,11065,110.65,70166,701.65997
2782,fired,rake,firedrake,,,,1,1,1,9,5,4,2,no,,,,0,0,0,0,0,Positive,Negative,Positive,0.39635709,0.42122617,0.43266472,0.35563472,0.43884799,0.29139701,1.1145061,0.90317625,1.3601961,FALSE,FALSE,FALSE,0,1,1,dr,10.7,146139,2160279,0,0,0,0,1,0,0,1,1,0,1,1,0.07,-0.02,0.06,,,,,,,0.86275899,0.75483,0.89225,,,,4.1999998,4.8400002,2.93,2.48,4.84,,,,,3.4997001,2.1847,2012,20.120001,303,3.03
6980,silver,side,silverside,,,,1,1,11,10,6,4,1,yes,54.200001,62.266666,64.400002,0,18,26,16,26,Positive,Neutral,Negative,0.39635709,0.29300609,0.36211708,0.35563472,0.21303889,0.43805629,1.1145061,1.8604918,0.90480858,FALSE,FALSE,FALSE,0,1,1,rs,12.5,418153,7264827,0,0,0,0,1,1,1,1,1,1,1,1,0.12,,,,,,,,,0.81904101,0.94794703,0.98774999,,,,7.6799998,5.25,2.93,4.52,3.68,,,,,3.2095001,4.0106001,5060,50.599998,33540,335.39999
6335,road,stead,roadstead,,,,1,16,1,9,4,5,1,yes,39.136364,70.5,53.954544,0,18,4,12,4,Positive,Neutral,Positive,0.39635709,0.35611805,0.39635709,0.35563472,0.22994885,0.35563472,1.1145061,1.723675,1.1145061,FALSE,FALSE,FALSE,0,1,1,ds,11,137835,4038708,1,0,0,0,1,1,1,1,1,1,1,1,0.07,,,0.47710001,,,,,,0.999942,0.75661802,0.98467797,,,,5.4499998,5.3200002,2.93,4.75,2.76,,,,1.768955396864120,3.7565999,1.7404,27401,274.01001,290,2.9000001
1714,companion,way,companionway,,,,1,1,52,12,9,3,1,yes,37.68,68.199997,34.759998,0,2,53,1,53,Positive,Positive,Positive,0.39635709,0.41520464,0.47951034,0.35563472,0.36317217,0.35534516,1.1145061,1.0913751,1.1154144,FALSE,FALSE,FALSE,1,1,1,nw,8.300000000000000,3124,30198,1,0,0,0,1,1,1,1,1,1,1,1,0.3,0.17,0.11,0.699,,,,,,0.79628599,0.89436197,0.69006097,,,,7.25,5.9499998,2.93,3.75,2.34,,,,1.990804146480480,2.5105,4.8613,,,96280,962.79999
9515,bell,wether,bellwether,,,,1,7,1,10,4,6,1,yes,34.107143,40.42857,45.142857,0,11,1,8,1,Positive,Negative,Positive,0.39635709,0.32114786,0.39635709,0.35563472,0.35690528,0.35563472,1.1145061,1.1105386,1.1145061,FALSE,FALSE,FALSE,1,1,0,lw,8.49,34486,899002,1,0,0,0,1,1,1,1,0,0,1,0,,-0.02,,1,,,,,,0.93378699,0.89835,0.94466197,,,,5.6300001,,2.93,4.96,2.13,,,,2.29183414214446,3.3025,0.90310001,3398,33.98,28,0.28
8394,wash,day,washday,,,,1,18,7,7,4,3,1,yes,79.75,84.214287,80.14286,0,20,9,12,9,Positive,Negative,Positive,0.39635709,0.25178656,0.6231488,0.35563472,0.53941327,0.16118713,1.1145061,0.73479301,2.4589872,FALSE,FALSE,FALSE,1,1,1,hd,7.84,6431,784909,1,1,1,0,1,0,1,1,1,1,1,1,0.29,0.27,0.15,0.47710001,15,0.15000001,722.764705882353,974.75,707.58002,0.68892097,0.65995401,0.73118901,7.3,5.9,,5.9499998,6.3499999,2.92,4.35,3.92,,3.813,3.533,1.768955396864120,3.3176,4.6117001,2495,24.950001,62256,622.56
8720,wise,crack,wisecrack,,,,1,5,1,9,4,5,1,yes,38.56818,62,24.113636,0,4,1,2,1,Positive,Negative,Negative,0.39635709,0.32040894,0.22258802,0.35563472,0.46139842,0.42005464,1.1145061,0.85903436,0.94358456,FALSE,FALSE,FALSE,1,1,1,ec,12.4,327286,5493910,1,1,1,1,1,1,1,1,1,1,1,1,0.08,,,1.1761,7,0.07,758.607142857143,758.66,692.96002,0.742172,0.81462902,0.719643,11,10.2,,7.4200001,2.75,2.92,1.97,4.53,3.21,3.375,2.4189999,2.467925401200140,3.1623001,3.2242999,2206,22.059999,1803,18.030001
7294,spend,thrift,spendthrift,,,,1,2,1,11,5,6,1,yes,60.516129,71.258064,68.709679,0,2,1,1,1,Positive,Negative,Neutral,0.39635709,0.45806789,0.25023741,0.35563472,0.45840225,0.3676486,1.1145061,0.86464912,1.0780867,FALSE,FALSE,FALSE,1,1,1,dt,7.3,1390,19307,1,1,1,1,1,0,0,1,1,1,1,1,0.24,0.16,0.1,0.60210001,35,0.34999999,704.928571428571,940.15,870.16998,0.81160802,0.70499998,0.67289102,8.200000000000000,15.3,,6,5.6799998,2.92,2.93,2.36,4.5500002,4.1290002,3.5,1.893894133472420,3.6774001,1.3617001,7502,75.019997,185,1.85
2880,flash,point,flashpoint,,,,1,3,3,10,5,5,1,yes,64.760002,67.040001,63.720001,0,15,15,10,15,Positive,Negative,Negative,0.39635709,0.16475233,0.28646973,0.35563472,0.68422616,0.46648037,1.1145061,0.57927787,0.84967583,FALSE,FALSE,FALSE,0,1,1,hp,5.91,482,3916,1,1,0,0,1,1,1,1,1,1,1,1,0.1,,,0.699,40,0.40000001,651.516129032258,,,0.85023999,0.78490198,0.92355698,47.5,35.7,,5.5300002,5.5500002,2.92,3.67,3.39,,,,1.990804146480480,2.8943,4.0815001,1400,14,40274,402.73999
7970,throw,away,throwaway,,,,1,2,11,9,5,4,1,yes,82.400002,79.26667,81.23333,0,2,13,2,13,Positive,Negative,Negative,0.39635709,0.27636462,0.28350532,0.35563472,0.56520963,0.45646101,1.1145061,0.70125681,0.86832625,FALSE,FALSE,FALSE,1,1,1,wa,12.1,894914,12957326,1,0,1,0,1,0,1,1,1,0,0,1,0.46,0.2,0.09,1,,,,929.6900000000000,691.03998,0.53209603,0.81922901,0.86430597,136.1,99.3,,5.5,,2.92,4.04,2.23,,5,3.1559999,2.29183414214446,3.8176,4.5714002,3446,34.459999,38747,387.47
882,boot,leg,bootleg,,,,1,5,6,7,4,3,1,yes,30.257143,22.441177,25.117647,0,14,7,8,7,Positive,Negative,Negative,0.42678154,0.31235927,0.31852686,0.39899781,0.35081312,0.44265014,1.0696337,1.2165495,0.96415091,FALSE,FALSE,FALSE,1,1,1,tl,10.7,148322,1808483,1,1,1,0,1,1,1,1,1,1,1,1,0.26,0.07,0.13,1.6335,41,0.41,691.676470588235,742.84,719.60999,0.72425598,0.872666,0.945364,1121.8,415.2,3.5699999,5.3000002,6.2399998,2.92,4.96,4.83,,3.4690001,2.71,2.925302597724050,2.7551,3.4598,1692,16.92,5357,53.57
1583,cliff,hanger,cliffhanger,,,,1,2,1,11,5,6,1,yes,62.413792,41.482758,56.931034,0,2,3,1,3,Positive,Negative,Negative,0.39635709,0.1976618,0.19129983,0.35563472,0.47297296,0.48410559,1.1145061,0.83801216,0.81874096,FALSE,FALSE,FALSE,1,1,1,fh,3.64,63,351,1,0,1,1,1,0,1,1,1,1,1,1,0.02,0.07,0.02,1.1461,,,,738.91,721.53998,0.66524303,0.776366,0.80251402,230.2,500.1,,4.8000002,4.5999999,2.92,4.71,4.81,4,4.4520001,2.375,2.437962177822700,3.0418,1.8451,1579,15.79,160,1.6
7093,slug,fest,slugfest,,,,1,1,2,8,4,4,1,yes,33.045456,44.650002,55.5,0,1,2,1,2,Positive,Positive,Positive,0.39635709,0.44946989,0.61422127,0.35563472,0.42351067,0.18111794,1.1145061,0.93588454,2.1883922,FALSE,FALSE,FALSE,0,1,0,gf,6.2,568,6984,1,0,0,0,1,1,1,1,0,1,0,1,0.05,,,0.60210001,,,,,,0.824265,0.79131198,0.79559702,,,,3.1600001,6.5,2.92,4.64,3.68,,,,1.893894133472420,2.4047999,1.8451,213,2.1300001,,
8028,time,keeping,timekeeping,,,,1,4,6,11,4,7,1,yes,76.851852,85.851852,73.518517,0,12,6,8,6,Positive,Positive,Positive,0.39635709,0.45930904,0.44983128,0.35563472,0.34728,0.34722382,1.1145061,1.1413186,1.1415032,FALSE,FALSE,FALSE,1,1,1,ek,9.970000000000000,29294,1188718,1,0,0,0,1,1,1,1,1,0,1,1,0.52,0.2,0.22,0.301,,,,,,0.72072703,0.84262902,0.791704,,,,5.4699998,6.5,2.92,3.07,2.19,,,,1.592864137808440,4.9994998,3.4165001,154981,1549.8101,6258,62.580002
2907,flicker,tail,flickertail,,,,1,1,13,11,7,4,1,yes,39.925926,48.333332,72.40741,0,1,36,1,36,Positive,Negative,Negative,0.39635709,0.36515239,0.33426714,0.35563472,0.38661718,0.42361173,1.1145061,1.0251926,0.93566126,FALSE,FALSE,FALSE,0,1,1,rt,12.2,315230,6992421,0,0,0,0,1,1,1,1,1,1,1,1,0.12,,,,,,,,,0.89526999,,,,,,5.5,5.3000002,2.92,3.59,4.96,,,,,1.5563,3.0864,425,4.25,2686,26.860001
2043,cross,talk,crosstalk,,,,1,37,2,9,5,4,1,yes,52.884617,59.115383,71.46154,0,39,3,23,3,Positive,Neutral,Positive,0.39635709,0.33418509,0.3917723,0.35563472,0.19432493,0.33439487,1.1145061,2.0396616,1.1852965,FALSE,FALSE,FALSE,1,1,1,st,13.2,1317239,24156386,0,0,0,0,1,0,1,1,1,0,1,1,0.11,,,,,,,,,0.867661,0.92589301,0.88605303,,,,5.5300002,6.5999999,2.92,4.44,4.07,,,,,3.4484,4.6395001,7556,75.559998,16980,169.8
555,big,wig,bigwig,,,,1,6,2,6,3,3,1,yes,40.25,68.300003,41.700001,0,7,2,4,2,Positive,Positive,Positive,0.39635709,0.49655688,0.42181817,0.35563472,0.21605091,0.37838653,1.1145061,1.8345542,1.0474926,FALSE,FALSE,FALSE,1,1,1,gw,5.96,496,383,1,1,1,0,1,1,0,1,1,1,1,1,0.1,0,-0.06,1.0414,217,2.1700001,739,877.92,673.77002,0.78123897,0.85222799,0.87907201,,,,5.8000002,4.3499999,2.92,3.66,4.72,,3.438,3.4690001,2.333226827302690,4.5419002,2.6303999,25582,255.82001,343,3.4300001
6482,salt,wort,saltwort,,,,1,13,36,8,4,4,1,yes,39.962963,47.074074,50.259258,0,12,59,8,59,Positive,Neutral,Negative,0.39635709,0.2123985,0.36843657,0.35563472,0.25154221,0.47389111,1.1145061,1.575708,0.83638853,FALSE,FALSE,FALSE,0,1,1,tw,10.5,76800,909520,0,0,0,0,1,1,1,1,1,0,1,1,,,,,,,,,,0.851197,0.791969,0.83619702,,,,6.0500002,,2.92,4.89,4.64,,,,,2.9983001,1.301,2994,29.940001,49,0.49000001
5225,money,wort,moneywort,,,,1,7,27,9,5,4,1,yes,38.666668,65.958336,44,0,10,59,7,59,Positive,Negative,Negative,0.39635709,0.16411124,0.36843657,0.35563472,0.72732055,0.47389111,1.1145061,0.54495513,0.83638853,FALSE,FALSE,FALSE,0,1,1,yw,8.040000000000000,22074,192558,0,0,0,0,1,1,1,1,1,0,1,1,,,,,,,,,,0.89441198,1.03938,0.88709801,,,,7.0999999,,2.92,4.54,4.64,,,,,4.5142999,1.301,37367,373.67001,49,0.49000001
2143,date,line,dateline,,,,1,2,17,8,4,4,1,yes,45.704544,64.36364,43.68182,0,2,42,1,42,Positive,Positive,Neutral,0.39635709,0.47805211,0.32345116,0.35563472,0.3329803,0.31859136,1.1145061,1.1903319,1.2440925,FALSE,FALSE,FALSE,1,1,1,el,12.4,849735,10638536,1,1,1,1,1,1,1,1,1,1,1,1,0.19,0.16,0.21,1.2553,41,0.41,606.28,688.63,662.07001,0.89886302,0.69152701,0.789756,127.9,28.9,,7.25,4.8000002,2.91,3.9,4.5,2.5999999,4.375,2.677,2.547106647247770,3.8585,4.0219002,16255,162.55,22689,226.89
6523,sap,head,saphead,,,,1,8,35,7,3,4,1,yes,37.42857,42.107143,46.392857,0,4,74,3,74,Positive,Negative,Negative,0.39635709,0.40034375,0.26069468,0.35563472,0.40522763,0.42028478,1.1145061,0.97810972,0.94306791,FALSE,FALSE,FALSE,0,1,1,ph,10.4,62369,1101107,1,0,0,0,1,1,1,1,1,1,1,1,0.06,,,0.301,,,,,,0.857108,0.87833297,0.65506798,,,,4.3499999,5.75,2.91,4.37,4.75,,,,1.592864137808440,2.2528999,4.2775998,307,3.0699999,37906,379.06
4661,land,lubber,landlubber,,,,1,23,1,10,4,6,1,yes,31.75,73.224998,42,0,30,1,18,1,Positive,Neutral,Positive,0.39635709,0.27678654,0.39635709,0.35563472,0.34930992,0.35563472,1.1145061,1.134686,1.1145061,FALSE,FALSE,FALSE,1,1,1,dl,9.76,34118,581491,1,0,1,0,1,1,1,1,1,0,1,1,-0.03,0.04,0.01,0.77819997,,,,1090.29,829.84998,0.66841501,0.74384099,0.65051901,,,,6.6100001,,2.91,4.57,3,,,,2.069985392528100,3.6526999,0.77819997,21334,213.34,,
8634,whore,monger,whoremonger,,,,1,2,5,11,5,6,1,yes,44.105263,61.5,56.552631,0,5,14,4,14,Positive,Neutral,Positive,0.39635709,0.24165694,0.39635709,0.35563472,0.34242156,0.35563472,1.1145061,1.1575121,1.1145061,FALSE,TRUE,FALSE,0,1,1,em,12,329556,5174180,1,0,1,0,1,1,1,1,1,0,1,1,0.31,,,0.60210001,,,,1134.61,1009.89,0.79843301,0.56793302,0.75213498,,,,2.5799999,,2.91,4.15,2.71,,3.313,3.1670001,1.893894133472420,3.0322001,0.699,290,2.9000001,3,0.029999999
