id_master,c1,c2,stim,category1,category2,relation,obs,obsc1,obsc2,stimlen,c1len,c2len,nparses,correctParse,ratingcmp,ratingC1,ratingC2,isPlural,nc1_cmp,nc2_cmp,nc1_cmpnoplural,nc2_cmpnoplural,sentiment_stim,sentiment_c1,sentiment_c2,sentimentprobpos_stim,sentimentprobpos_c1,sentimentprobpos_c2,sentimentprobneg_stim,sentimentprobneg_c1,sentimentprobneg_c2,sentimentratioposneg_stim,sentimentratioposneg_c1,sentimentratioposneg_c2,profanity_stim,profanity_c1,profanity_c2,isCommonstim,isCommonC1,isCommonC2,bg_boundary,bgJonesMewhort,bgSUBTLEX,bgFacebook,inSUBTLEX,inBLP,inELP,inJuhaszLaiWoodcock,c1_inELP,c1_inBrysbaert,c1_inWordnet,c1_inMMA,c2_inELP,c2_inBrysbaert,c2_inWordnet,c2_inMMA,LSAc1c2,LSAc1stim,LSAc2stim,stim_SLlg10wf,BLPbncfrequency,BLPbncfrequencymillion,BLPrt,elp_ld_rt,elp_naming_mean_rt,c1c2_snautCos,c1stim_snautCos,c2stim_snautCos,fbusfreq,fbukfreq,valence_stim,valence_c1,valence_c2,concreteness_stim,concreteness_c1,concreteness_c2,Juhasz_tran,st_c1_mean,st_c2_mean,Zipfvalue,c1_SLlg10wf,c2_SLlg10wf,c1_BLPbncfrequency,c1_BLPbncfrequencymillion,c2_BLPbncfrequency,c2_BLPbncfrequencymillion
2950,fly,swatter,flyswatter,1,0,9,1,9,1,10,3,7,1,yes,85.699997,83.775002,93.525002,0,23,1,13,1,Positive,Positive,Positive,0.39635709,0.43936697,0.39635709,0.35563472,0.22702578,0.35563472,1.1145061,1.7458682,1.1145061,FALSE,FALSE,FALSE,1,1,1,ys,10.7,159755,3631924,1,0,1,0,1,0,1,1,1,1,1,1,0.36,0.26,0.12,0.47710001,,,,891.1900000000000,795.47998,0.49559599,0.78306198,0.72373402,26.5,0.8,,6.4400001,,5,4.64,4.04,,,,1.768955396864120,3.6371,1.0792,3811,38.110001,2,0.02
8416,watch,band,watchband,0,0,17,1,14,4,9,5,4,1,yes,63.625,74.949997,70.050003,0,14,14,7,14,Positive,Positive,Positive,0.39635709,0.53804439,0.70885777,0.35563472,0.26780811,0.19558337,1.1145061,1.4800041,2.0265377,FALSE,FALSE,FALSE,1,1,1,hb,8.200000000000000,5851,96797,1,0,1,0,1,0,1,1,1,1,1,1,0.24,,,0.90310001,,,,886.03,618.66998,0.87204498,0.797867,0.71649998,3.7,1.7,,5.6900001,6.5300002,5,4.61,4.68,,4.1560001,3.767,2.194924129136400,4.2261,3.4354,9557,95.57,6759,67.589996
5328,nail,brush,nailbrush,3,0,5,1,1,5,9,4,5,1,yes,77.125,67.708336,81.875,0,5,10,4,10,Positive,Positive,Negative,0.39635709,0.49621761,0.14896582,0.35563472,0.2944499,0.48595345,1.1145061,1.3460935,0.81562769,FALSE,FALSE,FALSE,1,1,1,lb,8.6,5257,62536,0,1,0,0,1,0,1,1,1,0,1,1,0.25,,,,2,0.02,709.0625,,,0.66961902,0.68712997,0.54954898,,3.4,,4.7399998,5.3000002,5,4.93,4.54,,,,,2.9786,2.8591001,759,7.5900002,1970,19.700001
7869,taxi,cab,taxicab,0,0,10,1,8,2,7,4,3,1,yes,77.486488,83.594597,81.37838,0,9,1,6,1,Positive,Positive,Positive,0.39635709,0.36913612,0.48539069,0.35563472,0.34244129,0.2768833,1.1145061,1.1574454,1.4314951,FALSE,FALSE,FALSE,1,1,1,ic,12.8,455522,6771282,1,0,1,1,1,1,1,1,1,1,1,1,0.57,0.45,0.35,1.6532,,,,697.9400000000000,651.44,0.21331,0.52851999,0.52655798,36.5,6.8,4.8499999,5.0300002,5,5,4.93,4.88,5.4000001,5.8130002,5.6669998,2.945046655919800,3.1201999,3.2616999,1889,18.889999,1547,15.47
16312,under,shirt,undershirt,6,0,5,1,81,3,10,5,5,1,yes,,,,0,100,3,62,3,Positive,Positive,Positive,0.39635709,0.39635709,0.39589325,0.35563472,0.35563472,0.32722521,1.1145061,1.1145061,1.211267,FALSE,FALSE,FALSE,1,1,1,rs,12.5,418153,7264827,1,0,1,0,1,0,0,1,1,1,1,1,0.33,0.23,0.55,1.2041,,,,776.97,710.69,0.85145599,0.72459698,0.40338501,116.9,10.2,,,5.71,5,3.45,4.94,,,,2.495954124800380,4.1258001,3.3740001,61033,610.33002,2803,28.030001
5940,pocket,book,pocketbook,0,0,5,1,1,31,10,6,4,1,yes,73.295456,78.954544,83.772728,0,5,31,3,31,Negative,Negative,Negative,0.21971543,0.27800319,0.3067174,0.58068955,0.39161396,0.4179844,0.37836987,0.56105107,0.52565461,FALSE,FALSE,FALSE,1,1,1,tb,8.43,5582,244348,1,0,1,1,1,1,1,1,1,1,1,1,0.17,0.38,0.04,1.8865,,,,703.97,636.78998,0.74013603,0.65348202,0.615035,433.9,12.7,5.54,5.5300002,6.9000001,5,4.68,4.9,4.1999998,4.3439999,4.7189999,3.178324867316940,3.2605,3.9554999,3575,35.75,24824,248.24001
1994,craw,fish,crawfish,,,,1,2,97,8,4,4,1,yes,59.933334,36.200001,80.76667,0,4,133,3,133,Positive,Positive,Positive,0.5904457,0.39635709,0.52156067,0.17903927,0.35563472,0.13792123,3.2978559,1.6602589,4.2810354,FALSE,FALSE,FALSE,0,1,1,wf,6.22,4781,37506,1,1,1,0,0,0,1,1,1,1,1,1,-0.01,-0.06,0.18,1.1461,15,0.15000001,714.35294117647,696.74,637.77002,0.85155803,0.83186001,0.47399801,1856.3,15.3,,,6.3699999,5,3.33,5,,,,2.437962177822700,1.2553,3.6293001,,,10894,108.94
3801,hand,saw,handsaw,3,0,21,1,51,13,7,4,3,1,yes,74.675003,77.525002,90.175003,0,64,14,42,14,Positive,Indeterminate,Positive,0.39635709,0.34513924,0.46310464,0.35563472,0.34201968,0.24210973,1.1145061,1.1588721,1.6370969,FALSE,FALSE,FALSE,1,1,1,ds,11,137835,4038708,1,1,1,1,1,1,1,1,1,0,1,1,0.36,0.14,0.22,0.77819997,10,0.1,728.428571428571,798.43,685.73999,0.72993398,0.81492102,0.82258898,29.2,22.9,,5.8800001,4.1500001,5,4.72,4.46,5.71,3.8710001,4.533,2.069985392528100,4.1542001,4.3123002,35352,353.51999,26737,267.37
8766,wood,pile,woodpile,1,0,6,1,2,2,8,4,4,1,yes,84.205132,91.846153,90.07692,0,39,3,26,3,Positive,Negative,Negative,0.39635709,0.34308884,0.24383317,0.35563472,0.36215571,0.38849735,1.1145061,1.0944383,1.0202311,FALSE,FALSE,FALSE,1,1,1,dp,6.09,2648,52556,1,1,1,0,1,1,1,1,1,1,1,1,0.25,0.39,0.1,1.0792,19,0.19,739.388888888889,780.47,679.57001,0.67938697,0.54806602,0.62490797,62.1,28.9,,5.9000001,4.8400002,5,4.85,4.56,,4.29,3.438,2.371015388192090,3.1392,2.8280001,7357,73.57,1857,18.57
7775,switch,blade,switchblade,5,0,10,1,4,2,11,6,5,1,yes,62.299999,49.974998,90.974998,0,5,2,3,2,Positive,Negative,Negative,0.39635709,0.22095314,0.20863503,0.35563472,0.5448314,0.56281066,1.1145061,0.72748578,0.70424587,FALSE,FALSE,FALSE,1,1,1,hb,8.200000000000000,5851,96797,1,1,1,0,1,0,1,1,1,1,1,1,0.06,,,1.3617001,14,0.14,642.233333333333,778.03,891.19,0.82768899,0.82778698,0.67516601,106.9,45,3.45,5.2600002,3.9000001,5,4.07,4.93,,3.313,4,2.653561978162050,3.1568999,2.8222001,3316,33.16,1108,11.08
4358,hub,cap,hubcap,,,,1,3,12,6,3,3,1,yes,50.270271,44.702702,66.135132,0,2,17,1,17,Positive,Indeterminate,Positive,0.39635709,0.32934973,0.37140679,0.35563472,0.33430001,0.36106378,1.1145061,1.1856329,1.0977482,FALSE,FALSE,FALSE,1,1,1,bc,6.57,566,3263,1,0,1,1,1,1,1,1,1,1,1,1,0.28,0.39,0.19,0.90310001,,,,905.42,663.69,0.89058602,0.827317,0.73523003,110.5,59.4,,5,5.0500002,5,3.59,4.59,2.3599999,2.839,3.438,2.194924129136400,2.1959,2.9809,296,2.96,2119,21.190001
473,bed,pan,bedpan,0,0,5,1,2,11,6,3,3,1,yes,49.512821,66.692307,60.153847,0,38,11,22,11,Positive,Positive,Neutral,0.39635709,0.47556907,0.34234515,0.35563472,0.41009119,0.30526665,1.1145061,0.96650964,1.2983963,FALSE,FALSE,FALSE,1,1,1,dp,6.09,2648,52556,1,1,1,0,1,1,1,1,1,1,1,1,0.17,0.29,0.08,1.6902,14,0.14,806.5,837.39,620.40997,0.83902103,0.60508198,0.78782803,71.3,61.1,2.8900001,7.2199998,5.1500001,5,5,4.86,,3.71,3.1329999,2.982030222172970,3.9797001,2.7980001,15896,158.96001,1895,18.950001
6219,rattle,snake,rattlesnake,5,1,20,1,1,1,11,6,5,1,yes,80.625,69.449997,95.300003,0,3,4,2,4,Positive,Negative,Positive,0.39635709,0.34427145,0.38691372,0.35563472,0.38141939,0.25223479,1.1145061,1.0391635,1.5713816,FALSE,FALSE,FALSE,1,1,1,es,13.4,1105275,20888027,1,0,1,1,1,0,1,1,1,1,1,1,0.24,0.39,0.58,1.9395,,,,703.73,719.47998,0.66869998,0.71545702,0.488159,279.5,66.2,3.3699999,4.54,3.97,5,4.07,5,5.9299998,4.1939998,5.4330001,3.231353394763080,2.2379999,3.0573001,377,3.77,754,7.54
5852,pitch,fork,pitchfork,,,,1,4,1,9,5,4,1,yes,71.344826,42.793102,88.275864,0,5,3,3,3,Positive,Positive,Neutral,0.51058948,0.42019957,0.29631937,0.18535203,0.31230384,0.3285681,2.7547014,1.6349126,1.5539837,FALSE,FALSE,FALSE,1,1,1,hf,6.6,1405,53650,1,1,1,1,1,1,1,1,1,1,1,1,0.54,-0.01,0.13,1.5563,51,0.50999999,613.638888888889,689.59,624.10999,0.87532902,0.86197501,0.76774901,143.4,100.2,3.5,5.5500002,5.3000002,5,4,4.9,4.21,3.25,3.5,2.848136642911750,2.8993001,2.6542001,2840,28.4,867,8.6700001
5433,night,shirt,nightshirt,0,0,13,1,21,2,10,5,5,1,yes,74.75,80.977272,90.272728,0,31,3,20,3,Positive,Positive,Positive,0.39635709,0.67191643,0.39589325,0.35563472,0.18301605,0.32722521,1.1145061,2.1656959,1.211267,FALSE,FALSE,FALSE,1,1,1,ts,12.2,207917,5654834,1,1,1,0,1,1,1,1,1,1,1,1,0.17,0.42,0.17,1.0792,49,0.49000001,683.03448275862,728.6,645.31,0.70811498,0.630494,0.46350399,22.8,120.6,,6.6999998,5.71,5,4.52,4.94,,4.2810001,4.875,2.371015388192090,4.6451001,3.3740001,36529,365.29001,2803,28.030001
2486,dust,pan,dustpan,1,0,9,1,5,8,7,4,3,1,yes,81.743591,74.820511,78.820511,0,11,11,7,11,Positive,Negative,Neutral,0.39635709,0.26123422,0.34234515,0.35563472,0.51496756,0.30526665,1.1145061,0.76967388,1.2983963,FALSE,FALSE,FALSE,1,1,1,tp,7.33,1256,12155,1,1,1,0,1,1,1,1,1,1,1,1,0.18,0.01,0.09,1.1461,32,0.31999999,621.314285714286,807.26,647.07001,0.832739,0.620193,0.74643999,69.40000000000000,163,4.8200002,3.8900001,5.1500001,5,4.4,4.86,,5.0630002,3.7190001,2.437962177822700,3.0853,2.7980001,2805,28.049999,1895,18.950001
6827,shoe,lace,shoelace,0,0,17,1,3,3,8,4,4,1,yes,81.717949,85.384613,73.333336,0,17,3,11,3,Positive,Negative,Neutral,0.39635709,0.32014552,0.35673991,0.35563472,0.5181343,0.26774955,1.1145061,0.76496983,1.4803277,FALSE,FALSE,FALSE,1,1,1,el,12.4,849735,10638536,1,1,1,0,1,1,1,1,1,1,1,1,0.31,0.25,0.01,1.5911,22,0.22,638.162162162162,727.45,726.92999,0.66099602,0.66938698,0.72352397,107.8,169,5.5999999,6,6.5,5,4.97,4.85,,5.3439999,4.9349999,2.882898749170960,3.1905999,2.2788,1164,11.64,1172,11.72
5294,mouse,trap,mousetrap,1,0,9,1,2,9,9,5,4,1,yes,90.068184,90.431816,93.295456,0,3,8,2,8,Positive,Positive,Negative,0.39635709,0.36002493,0.24904698,0.35563472,0.29068574,0.43871495,1.1145061,1.3635243,0.90345013,FALSE,FALSE,FALSE,1,1,1,et,12.3,891957,12112700,1,1,1,0,1,1,1,1,1,1,1,1,0.26,0.03,0.19,1.4914,39,0.38999999,719.820512820513,752.4,682.10999,0.66987902,0.72688502,0.764907,91.40000000000000,170.7,4.8099999,4.8899999,3.3199999,5,4.83,4.3,,4.6880002,4.5630002,2.783195835978730,2.9893999,3.0853,1884,18.84,1698,16.98
3777,hand,gun,handgun,3,0,21,1,21,4,7,4,3,1,yes,82.128204,66.615387,91.435898,0,64,8,42,8,Positive,Indeterminate,Negative,0.39635709,0.34513924,0.18470076,0.35563472,0.34201968,0.54487473,1.1145061,1.1588721,0.7274279,FALSE,FALSE,FALSE,1,1,1,dg,9.83,21074,315538,1,1,1,1,1,1,1,1,1,1,1,1,0.37,0.13,0.24,1.8261,76,0.75999999,628.694444444444,803.8100000000000,642.71002,0.53710097,0.70503098,0.39563501,804.8,177.5,4.9499998,5.8800001,3.6900001,5,4.72,4.83,6.29,4.0630002,5.8330002,3.117908944845290,4.1542001,4.0363998,35352,353.51999,3504,35.040001
6169,rail,road,railroad,0,0,6,1,3,1,8,4,4,1,yes,82.972977,82.270271,71.675674,0,8,4,6,4,Neutral,Negative,Neutral,0.18404666,0.30972809,0.35611805,0.31677702,0.42439002,0.22994885,0.58099747,0.43367338,0.80038083,FALSE,FALSE,FALSE,1,1,1,lr,8.530000000000000,22482,426297,1,1,1,1,1,1,1,1,1,1,1,1,0.31,0.65,0.24,2.8027999,119,1.1900001,577.325,594.1900000000000,603.56,0.68982899,0.530514,0.66512603,1787.8,178.3,5.6799998,5.0999999,5.4499998,5,4.9,4.75,5.8699999,5.3439999,4.2329998,4.094607867436440,2.3692,3.7565999,3974,39.740002,27401,274.01001
412,bath,robe,bathrobe,0,0,5,1,3,1,8,4,4,1,yes,81.53846,60.743591,89.230766,0,8,1,4,1,Positive,Negative,Negative,0.42590255,0.30742109,0.34959787,0.34441447,0.48013213,0.36847851,1.2365988,0.88705277,1.155841,FALSE,FALSE,FALSE,1,1,1,hr,10.6,101380,1573518,1,1,1,0,1,1,1,1,1,1,1,1,0.2,0.23,0.07,1.9345,41,0.41,642.216216216216,734.62,644.75,0.64529097,0.566993,0.431216,476.9,181.7,6.4499998,6.9499998,5.6999998,5,4.85,5,,5,4.6129999,3.226332593388030,3.2009001,2.6375,3918,39.18,444,4.4400001
8383,wart,hog,warthog,3,1,16,1,2,4,7,4,3,1,yes,32.756756,25.027027,63.648647,0,4,4,3,4,Positive,Positive,Positive,0.39635709,0.39635709,0.4892799,0.35563472,0.35563472,0.29489261,1.1145061,1.1145061,1.3440727,FALSE,FALSE,FALSE,1,1,1,th,14.2,4765330,71965948,1,1,1,0,1,1,1,1,1,1,1,1,0.11,,,1.2304,19,0.19,832.7777777777780,901.74,762.79999,0.73295999,0.72736001,0.74247003,40.2,186.8,,2.55,4.6799998,5,4.89,4.66,,3.375,3.71,2.522283063522730,1.8062,2.4182999,42,0.41999999,145,1.45
3781,hand,kerchief,handkerchief,3,0,21,1,35,1,12,4,8,1,yes,42,62.405407,50,0,64,1,42,1,Positive,Indeterminate,Positive,0.39635709,0.34513924,0.39635709,0.35563472,0.34201968,0.35563472,1.1145061,1.1588721,1.1145061,FALSE,FALSE,FALSE,1,1,1,dk,5.46,816,7048,1,0,1,0,1,1,1,1,1,1,1,1,0.31,0.51,0.48,2.3324001,,,,818.36,773.88,0.66874802,0.54623401,0.484063,161.7,320.1,5.7399998,5.8800001,5.3299999,5,4.72,4.85,,,,3.624272602060070,4.1542001,1.301,35352,353.51999,25,0.25
6178,rain,coat,raincoat,1,0,10,1,9,5,8,4,4,1,yes,89.07692,79.435898,92.512817,0,16,12,10,12,Positive,Negative,Neutral,0.39635709,0.36889696,0.2480713,0.35563472,0.44880056,0.28122419,1.1145061,0.88314748,1.409399,FALSE,FALSE,FALSE,1,1,1,nc,12.2,237870,3494460,1,1,1,0,1,1,1,1,1,1,1,1,0.12,0.39,0.36,1.9294,255,2.55,572.4473684210530,740.3200000000000,637.17999,0.71965599,0.635194,0.45240799,245.7,324.3,5.5,6.46,5.5300002,5,4.97,4.97,,5.0939999,4.9000001,3.221253067858750,3.3971,3.3318,6517,65.169998,3545,35.450001
2877,flash,light,flashlight,5,0,16,1,6,24,10,5,5,1,yes,64.659088,43.522728,94.772728,0,15,27,10,27,Negative,Negative,Negative,0.28563768,0.16475233,0.37489834,0.5193792,0.68422616,0.51551467,0.54995978,0.41746092,0.55408251,FALSE,FALSE,FALSE,1,1,1,hl,9,6481,104418,1,1,1,0,1,1,1,1,1,1,1,1,0.49,0.45,0.6900000000000000,2.4814,73,0.73000002,554.358974358974,697.76,650.03998,0.60763198,0.63331699,0.460715,2075.6,362.5,6,5.5300002,6.6999998,5,3.67,4.21,,4.75,4.7329998,3.773276770646770,2.8943,3.9256001,1400,14,21605,216.05
4264,horses,hoe,horseshoe,,,,1,3,2,9,6,3,2,no,20.448277,81.689651,7.8965516,0,1,1,1,1,Positive,Positive,Negative,0.39635709,0.40033865,0.3724753,0.35563472,0.20935935,0.48771703,1.1145061,1.8931903,0.8126784,FALSE,FALSE,TRUE,1,0,1,sh,12,586601,8870970,1,1,1,0,1,0,0,1,1,1,1,1,0.02,0.15,0.05,1.7243,155,1.55,667.5,923.67,676.64001,,,0.86378199,530.8,379.5,5.0999999,6,4.8000002,5,,4.74,,4.8130002,3.733,3.016110011745250,3.3197,1.6812,4899,48.990002,92,0.92000002
4265,horse,shoe,horseshoe,1,0,14,2,36,2,9,5,4,2,yes,89.448273,79.379311,83.379311,0,36,4,28,4,Positive,Neutral,Negative,0.39635709,0.31804091,0.32014552,0.35563472,0.27403805,0.5181343,1.1145061,1.4463578,0.76496983,FALSE,FALSE,FALSE,1,1,1,es,13.4,1105275,20888027,1,1,1,0,1,1,1,1,1,1,1,1,0.09,0.07,0.01,1.7243,155,1.55,667.5,923.67,676.64001,0.63950503,0.79175597,0.797436,530.8,379.5,5.0999999,6,6,5,5,4.97,,4.8130002,3.733,3.016110011745250,3.6756001,3.1905999,7761,77.610001,1164,11.64
7791,tables,poon,tablespoon,,,,1,1,3,10,6,4,2,no,17.758621,50.275864,6.6206899,0,0,0,0,0,Neutral,Negative,Positive,0.35301203,0.31692836,0.39635709,0.16525136,0.35888913,0.35563472,2.1362126,0.98362416,0.9926253,FALSE,FALSE,TRUE,1,0,0,sp,11.3,151421,2718843,1,0,1,0,1,1,0,1,0,0,1,0,-0.06,0.07,0.01,1,,,,701.75,659,0.98010498,0.90897501,0.90418798,1067.9,429.6,,5.6399999,,5,4.89,,,3.313,5.5159998,2.29183414214446,2.7781999,1.5185,2937,29.370001,,
7792,table,spoon,tablespoon,0,0,10,2,13,2,10,5,5,2,yes,57.241379,37.862068,95.413795,0,13,4,8,4,Neutral,Neutral,Neutral,0.35301203,0.25113261,0.27309272,0.16525136,0.36252451,0.30933467,2.1362126,0.97376043,1.1411978,FALSE,FALSE,FALSE,1,1,1,es,13.4,1105275,20888027,1,0,1,0,1,1,1,1,1,1,1,1,0.45,0.17,0.34,1,,,,701.75,659,0.68238199,0.80862701,0.63056898,1067.9,429.6,,5.6399999,5.9499998,5,4.9,4.96,,3.313,5.5159998,2.29183414214446,3.7314,2.5899,20200,202,829,8.29
4980,mail,box,mailbox,0,0,10,1,3,31,7,4,3,1,yes,92.421051,92.342102,92.552635,0,9,32,6,32,Negative,Negative,Negative,0.2174423,0.32769015,0.16063768,0.47011891,0.45997843,0.63611108,0.46252617,0.47272283,0.3418307,FALSE,FALSE,FALSE,1,1,1,lb,8.6,5257,62536,1,1,1,0,1,1,1,1,1,1,1,1,0.2,0.72,0.3,2.3283999,43,0.43000001,557.685714285714,639.38,596.40997,0.73615003,0.454052,0.73973101,3742.8,470.4,6.0500002,6.1999998,5.5900002,5,4.69,4.9,,5.5479999,4.9000001,3.620213745583200,3.2742,3.6607001,3409,34.09,8922,89.220001
610,black,bird,blackbird,4,1,2,1,32,7,9,5,4,1,yes,80.300003,88.974998,91.125,0,49,49,33,49,Positive,Positive,Positive,0.39635709,0.40713266,0.48892498,0.35563472,0.28405061,0.15755469,1.1145061,1.3953749,2.5156794,FALSE,FALSE,FALSE,1,1,1,kb,6.78,919,9613,1,1,1,0,1,1,1,1,1,1,1,1,0.05,0.04,0.46,1.6335,206,2.0599999,609.875,643.23,630.96002,0.78248101,0.79322898,0.535236,112.4,498.4,5.5799999,5.4000001,6.7199998,5,3.76,5,,3.4690001,4.9310002,2.925302597724050,3.9328001,3.3652999,24901,249.00999,3955,39.549999
1534,chop,sticks,chopsticks,5,7,10,2,6,2,10,4,6,2,yes,51.535713,20.571428,87.214287,1,5,10,3,0,Positive,Neutral,Positive,0.39635709,0.27783179,0.39195615,0.35563472,0.18113174,0.33762875,1.1145061,2.1882255,1.1739435,FALSE,FALSE,FALSE,0,1,0,ps,10.2,59707,886017,1,1,0,0,1,1,1,1,1,1,0,1,0.32,0.02,0.16,1.9730999,42,0.41999999,594.236842105263,,,0.71830797,0.63965398,0.66619998,497,595.2,,4.5999999,5.0999999,5,4.48,4.83,,,,3.264961995744160,2.842,2.842,561,5.6100001,1183,11.83
1533,chops,ticks,chopsticks,,,,1,1,1,10,5,5,2,no,,,,1,0,0,0,0,Positive,Positive,Negative,0.39635709,0.49417514,0.23494604,0.35563472,0.2498302,0.54883188,1.1145061,1.5865059,0.72218305,FALSE,FALSE,FALSE,0,0,0,st,13.2,1317239,24156386,1,1,0,0,1,0,0,1,1,0,0,1,0.04,0.2,0.04,1.9730999,42,0.41999999,594.236842105263,,,,,,497,595.2,,4.5999999,2.7,5,,,,,,3.264961995744160,2.444,1.7782,231,2.3099999,164,1.64
2549,egg,nog,eggnog,,,,1,13,1,6,3,3,1,yes,59.166668,69.699997,33.266666,0,14,1,9,1,Positive,Neutral,Neutral,0.41269019,0.30344048,0.35566208,0.19287536,0.10518605,0.22366722,2.139673,3.9234307,1.845108,FALSE,FALSE,FALSE,1,1,0,gn,10.4,39770,520580,1,0,1,0,1,1,1,1,0,0,1,0,,-0.04,,1.9031,,,,744.23,788.47998,0.71538597,0.671655,0.70005798,3317.1,925.5,6,6.0500002,,5,4.97,,,,,3.194924129136400,3.1235001,1.0792,2516,25.16,5,0.050000001
3916,head,band,headband,1,0,5,1,10,10,8,4,4,1,yes,79.605263,88.657898,78.736839,0,73,14,45,14,Neutral,Negative,Positive,0.335233,0.26069468,0.70885777,0.23391828,0.42028478,0.19558337,1.4331201,0.79763299,1.7140158,FALSE,FALSE,FALSE,1,1,1,db,7.33,7970,55435,1,1,1,1,1,1,1,1,1,1,1,1,0.24,0.23,0.08,1.3424,51,0.50999999,610.128205128205,630.89,666.21002,0.87361902,0.74396801,0.752316,995.8,941.6,5.1599998,5.75,6.5300002,5,4.75,4.68,5.5700002,4.9060001,3.8710001,2.634256822966670,4.2775998,3.4354,37906,379.06,6759,67.589996
5696,pea,cock,peacock,1,1,17,1,3,1,7,3,4,1,yes,32.733334,7.7666669,23.6,0,10,12,6,12,Positive,Positive,Positive,0.39635709,0.52515388,0.44692254,0.35563472,0.22251768,0.31555656,1.1145061,1.7812386,1.2560573,FALSE,FALSE,TRUE,1,1,1,ac,12.2,458653,7751610,1,1,1,0,1,1,1,1,1,1,1,1,0.07,0.03,0.25,2.4182999,506,5.0599999,544,686,676.72998,0.73597801,0.91114199,0.74895102,664.1,1174.2,,6,5.0500002,5,4.9,4.79,,2.25,2.8,3.710135433464210,2.3010001,2.7642,173,1.73,533,5.3299999
4793,light,bulb,lightbulb,1,0,16,1,9,3,9,5,4,1,yes,90.862068,96.620689,87.965515,0,8,2,5,2,Positive,Negative,Negative,0.3547619,0.37489834,0.32611161,0.31731677,0.51551467,0.48599201,1.1180055,0.68817031,0.72997475,FALSE,FALSE,FALSE,0,1,1,tb,8.43,5582,244348,0,1,1,0,1,1,1,1,1,1,1,1,0.49,0.19,0.19,,29,0.28999999,649.736842105263,705.45,615.73999,0.44226599,0.57379198,0.42849299,558.2,1197.2,5.5500002,6.6999998,6,5,4.21,4.93,,5.645,5.5809999,,3.9256001,2.3032,21605,216.05,450,4.5
6656,sea,gull,seagull,1,1,5,1,32,1,7,3,4,1,yes,61.23077,61.205128,61.256409,0,45,1,29,1,Neutral,Negative,Positive,0.37622815,0.29085493,0.39635709,0.20341954,0.39186808,0.35563472,1.8495183,0.96008879,1.0579062,FALSE,FALSE,FALSE,1,1,1,ag,11.6,198941,3268106,1,1,1,0,1,1,1,1,1,1,1,1,0.39,0.2,0.67,1.7993,68,0.68000001,600.25,670.35,710.89001,0.77862197,0.69284201,0.66454399,291.4,1354.2,5.29,6.8200002,5.6999998,5,4.79,4.08,,3.7190001,3.483,3.091174691598040,3.4847,1.7559,13045,130.45,187,1.87
2603,eye,lid,eyelid,3,0,17,1,10,1,6,3,3,1,yes,81.477272,87.454544,71.5,0,32,1,22,1,Positive,Positive,Negative,0.39635709,0.48665193,0.32672456,0.35563472,0.24719562,0.43405268,1.1145061,1.6034148,0.91315436,FALSE,FALSE,FALSE,1,1,1,el,12.4,849735,10638536,1,1,1,1,1,1,1,1,1,1,1,1,0.11,0.5,0.17,1.2553,150,1.5,568.078947368421,682.85,634.07001,0.708318,0.55043399,0.67125201,402.9,1376.3,,6.25,5.1500001,5,4.9,4.96,6,5.4060001,3.938,2.547106647247770,3.756,2.4014001,9575,95.75,1087,10.87
3548,grey,hound,greyhound,4,1,2,1,1,5,9,4,5,1,yes,62.615383,54.564102,82.794868,0,6,13,5,13,Positive,Positive,Positive,0.39635709,0.39943609,0.51927561,0.35563472,0.33329108,0.19690293,1.1145061,1.189222,2.0129569,FALSE,FALSE,FALSE,1,0,1,yh,6.24,1257,6052,1,1,1,0,1,1,1,0,1,1,1,1,0.21,0.25,0.3,1.6720999,209,2.0899999,580.15,761.0600000000000,612.59003,0.803137,0.882047,0.72982299,927.3,1741.4,5.9499998,3.9000001,5.3000002,5,4.11,4.48,,3.2190001,4.3130002,2.963932000080180,2.6721001,2.4116001,5805,58.049999,286,2.8599999
163,arm,chair,armchair,3,0,10,1,1,1,8,3,5,1,yes,53.977272,40.886364,93.38636,0,11,4,6,4,Neutral,Negative,Negative,0.25394541,0.29789612,0.29110661,0.26043755,0.5374977,0.44136557,0.97507221,0.4724586,0.57536298,FALSE,FALSE,FALSE,1,1,1,mc,5.82,1049,1565,1,1,1,0,1,1,1,1,1,1,1,1,0.31,0.19,0.7,1.3424,742,7.4200001,587.631578947368,650.64,666.96002,0.69567603,0.86769998,0.59665102,214.7,1852.6,5.5,5.5300002,5.7399998,5,4.96,4.58,,3.5480001,5.2579999,2.634256822966670,3.5234001,3.4000001,9194,91.940002,7997,79.970001
8098,tooth,brush,toothbrush,3,0,9,1,10,6,10,5,5,1,yes,91.342857,80.323532,90.147057,0,10,10,6,10,Positive,Positive,Negative,0.35515001,0.43597543,0.14896582,0.35380456,0.37831458,0.48595345,1.0038028,0.93876904,0.73083133,FALSE,FALSE,FALSE,1,1,1,hb,8.200000000000000,5851,96797,1,1,1,0,1,1,1,1,1,0,1,1,0.5600000000000000,0.76,0.5600000000000000,2.4082,161,1.61,582.325,622.6900000000000,619,0.66970003,0.56746,0.57485199,1600.5,2661.8,5.4499998,5.29,5.3000002,5,4.89,4.54,,5.4380002,4.3449998,3.700074107456310,2.8406999,2.8591001,649,6.4899998,1970,19.700001
